OF_id,fornecedor,categoria,valor,prazo_entrega,dias_para_vencer,risk_score,prioridade,motivo_notificacao,assunto,mensagem,status_envio
56,Fornecedor_11,Tecnologia,20976.82,2023-08-26,-1008,0.0776835507864011,Baixa,prazo próximo do vencimento,Acompanhamento da OF 56 - prioridade Baixa,"Prezado fornecedor Fornecedor_11,

A Ordem de Fornecimento 56 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-08-26 00:00:00 e o escore de risco calculado é 0.08.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
57,Fornecedor_10,Tecnologia,26763.06,2023-11-03,-939,0.7451972055142829,Alta,risco preditivo elevado; prazo próximo do vencimento,Acompanhamento da OF 57 - prioridade Alta,"Prezado fornecedor Fornecedor_10,

A Ordem de Fornecimento 57 apresenta prioridade Alta no acompanhamento de entrega. O prazo registrado é 2023-11-03 00:00:00 e o escore de risco calculado é 0.75.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
58,Fornecedor_2,Medicamentos,12588.52,2023-06-24,-1071,0.2164099713593119,Baixa,prazo próximo do vencimento,Acompanhamento da OF 58 - prioridade Baixa,"Prezado fornecedor Fornecedor_2,

A Ordem de Fornecimento 58 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-06-24 00:00:00 e o escore de risco calculado é 0.22.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
59,Fornecedor_4,Tecnologia,18058.07,2023-05-05,-1121,0.2226242300477958,Baixa,prazo próximo do vencimento,Acompanhamento da OF 59 - prioridade Baixa,"Prezado fornecedor Fornecedor_4,

A Ordem de Fornecimento 59 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-05-05 00:00:00 e o escore de risco calculado é 0.22.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
60,Fornecedor_8,Tecnologia,7098.91,2023-02-01,-1214,0.3920145630050749,Média,prazo próximo do vencimento,Acompanhamento da OF 60 - prioridade Média,"Prezado fornecedor Fornecedor_8,

A Ordem de Fornecimento 60 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-02-01 00:00:00 e o escore de risco calculado é 0.39.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
61,Fornecedor_8,Tecnologia,46893.62,2023-10-08,-965,0.2918659420303461,Baixa,prazo próximo do vencimento,Acompanhamento da OF 61 - prioridade Baixa,"Prezado fornecedor Fornecedor_8,

A Ordem de Fornecimento 61 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-10-08 00:00:00 e o escore de risco calculado é 0.29.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
62,Fornecedor_10,Equipamentos,48697.64,2023-07-26,-1039,0.2484484402350663,Baixa,prazo próximo do vencimento,Acompanhamento da OF 62 - prioridade Baixa,"Prezado fornecedor Fornecedor_10,

A Ordem de Fornecimento 62 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-07-26 00:00:00 e o escore de risco calculado é 0.25.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
63,Fornecedor_14,Equipamentos,36765.42,2023-05-16,-1110,0.2719088765481184,Baixa,prazo próximo do vencimento,Acompanhamento da OF 63 - prioridade Baixa,"Prezado fornecedor Fornecedor_14,

A Ordem de Fornecimento 63 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-05-16 00:00:00 e o escore de risco calculado é 0.27.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
64,Fornecedor_1,Insumos,28498.68,2023-10-15,-958,0.68352495571158,Média,prazo próximo do vencimento,Acompanhamento da OF 64 - prioridade Média,"Prezado fornecedor Fornecedor_1,

A Ordem de Fornecimento 64 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-10-15 00:00:00 e o escore de risco calculado é 0.68.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
65,Fornecedor_17,Tecnologia,29507.56,2023-12-28,-884,0.7129202548563107,Alta,risco preditivo elevado; prazo próximo do vencimento,Acompanhamento da OF 65 - prioridade Alta,"Prezado fornecedor Fornecedor_17,

A Ordem de Fornecimento 65 apresenta prioridade Alta no acompanhamento de entrega. O prazo registrado é 2023-12-28 00:00:00 e o escore de risco calculado é 0.71.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
66,Fornecedor_14,Medicamentos,22194.23,2023-06-16,-1079,0.3154382352971585,Baixa,prazo próximo do vencimento,Acompanhamento da OF 66 - prioridade Baixa,"Prezado fornecedor Fornecedor_14,

A Ordem de Fornecimento 66 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-06-16 00:00:00 e o escore de risco calculado é 0.32.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
67,Fornecedor_14,Insumos,47769.19,2023-12-03,-909,0.3070084712078994,Baixa,prazo próximo do vencimento,Acompanhamento da OF 67 - prioridade Baixa,"Prezado fornecedor Fornecedor_14,

A Ordem de Fornecimento 67 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-12-03 00:00:00 e o escore de risco calculado é 0.31.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
68,Fornecedor_20,Tecnologia,19234.35,2023-04-08,-1148,0.6183645192112179,Média,prazo próximo do vencimento,Acompanhamento da OF 68 - prioridade Média,"Prezado fornecedor Fornecedor_20,

A Ordem de Fornecimento 68 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-04-08 00:00:00 e o escore de risco calculado é 0.62.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
69,Fornecedor_3,Equipamentos,36756.07,2023-07-09,-1056,0.5064887695181858,Média,prazo próximo do vencimento,Acompanhamento da OF 69 - prioridade Média,"Prezado fornecedor Fornecedor_3,

A Ordem de Fornecimento 69 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-07-09 00:00:00 e o escore de risco calculado é 0.51.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
70,Fornecedor_2,Insumos,44149.89,2023-06-07,-1088,0.193665352902061,Baixa,prazo próximo do vencimento,Acompanhamento da OF 70 - prioridade Baixa,"Prezado fornecedor Fornecedor_2,

A Ordem de Fornecimento 70 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-06-07 00:00:00 e o escore de risco calculado é 0.19.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
71,Fornecedor_12,Medicamentos,20991.12,2023-10-31,-942,0.1554116465457225,Baixa,prazo próximo do vencimento,Acompanhamento da OF 71 - prioridade Baixa,"Prezado fornecedor Fornecedor_12,

A Ordem de Fornecimento 71 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-10-31 00:00:00 e o escore de risco calculado é 0.16.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
72,Fornecedor_13,Insumos,12164.96,2023-10-16,-957,0.1486534598943661,Baixa,prazo próximo do vencimento,Acompanhamento da OF 72 - prioridade Baixa,"Prezado fornecedor Fornecedor_13,

A Ordem de Fornecimento 72 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-10-16 00:00:00 e o escore de risco calculado é 0.15.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
73,Fornecedor_2,Equipamentos,33005.0,2023-10-30,-943,0.603062351611857,Média,prazo próximo do vencimento,Acompanhamento da OF 73 - prioridade Média,"Prezado fornecedor Fornecedor_2,

A Ordem de Fornecimento 73 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-10-30 00:00:00 e o escore de risco calculado é 0.60.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
74,Fornecedor_17,Medicamentos,35932.34,2023-05-29,-1097,0.2690824283121937,Baixa,prazo próximo do vencimento,Acompanhamento da OF 74 - prioridade Baixa,"Prezado fornecedor Fornecedor_17,

A Ordem de Fornecimento 74 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-05-29 00:00:00 e o escore de risco calculado é 0.27.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
75,Fornecedor_6,Equipamentos,39504.96,2023-09-08,-995,0.6024110533441408,Média,prazo próximo do vencimento,Acompanhamento da OF 75 - prioridade Média,"Prezado fornecedor Fornecedor_6,

A Ordem de Fornecimento 75 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-09-08 00:00:00 e o escore de risco calculado é 0.60.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
76,Fornecedor_19,Medicamentos,20004.72,2023-04-16,-1140,0.1889141826017681,Baixa,prazo próximo do vencimento,Acompanhamento da OF 76 - prioridade Baixa,"Prezado fornecedor Fornecedor_19,

A Ordem de Fornecimento 76 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-04-16 00:00:00 e o escore de risco calculado é 0.19.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
77,Fornecedor_4,Tecnologia,41038.1,2023-10-14,-959,0.2740852669295915,Baixa,prazo próximo do vencimento,Acompanhamento da OF 77 - prioridade Baixa,"Prezado fornecedor Fornecedor_4,

A Ordem de Fornecimento 77 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-10-14 00:00:00 e o escore de risco calculado é 0.27.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
78,Fornecedor_2,Tecnologia,43987.89,2023-09-06,-997,0.1369859871320198,Baixa,prazo próximo do vencimento,Acompanhamento da OF 78 - prioridade Baixa,"Prezado fornecedor Fornecedor_2,

A Ordem de Fornecimento 78 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-09-06 00:00:00 e o escore de risco calculado é 0.14.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
79,Fornecedor_12,Equipamentos,45622.79,2024-01-07,-874,0.2934442676427476,Baixa,prazo próximo do vencimento,Acompanhamento da OF 79 - prioridade Baixa,"Prezado fornecedor Fornecedor_12,

A Ordem de Fornecimento 79 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2024-01-07 00:00:00 e o escore de risco calculado é 0.29.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
80,Fornecedor_19,Medicamentos,25968.37,2023-03-22,-1165,0.1782223058155004,Baixa,prazo próximo do vencimento,Acompanhamento da OF 80 - prioridade Baixa,"Prezado fornecedor Fornecedor_19,

A Ordem de Fornecimento 80 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-03-22 00:00:00 e o escore de risco calculado é 0.18.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
81,Fornecedor_4,Tecnologia,21377.6,2023-07-20,-1045,0.4601946533320528,Média,prazo próximo do vencimento,Acompanhamento da OF 81 - prioridade Média,"Prezado fornecedor Fornecedor_4,

A Ordem de Fornecimento 81 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-07-20 00:00:00 e o escore de risco calculado é 0.46.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
82,Fornecedor_9,Tecnologia,2172.04,2023-11-17,-925,0.1764876751395973,Baixa,prazo próximo do vencimento,Acompanhamento da OF 82 - prioridade Baixa,"Prezado fornecedor Fornecedor_9,

A Ordem de Fornecimento 82 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-11-17 00:00:00 e o escore de risco calculado é 0.18.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
83,Fornecedor_13,Medicamentos,6861.65,2023-08-18,-1016,0.1469978162225872,Baixa,prazo próximo do vencimento,Acompanhamento da OF 83 - prioridade Baixa,"Prezado fornecedor Fornecedor_13,

A Ordem de Fornecimento 83 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-08-18 00:00:00 e o escore de risco calculado é 0.15.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
84,Fornecedor_6,Tecnologia,24442.4,2023-06-24,-1071,0.4456549054950361,Média,prazo próximo do vencimento,Acompanhamento da OF 84 - prioridade Média,"Prezado fornecedor Fornecedor_6,

A Ordem de Fornecimento 84 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-06-24 00:00:00 e o escore de risco calculado é 0.45.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
